user buy transfer cancelBid setSalePrice bid acceptBid session_count
user852 1.0 0.0 0.0 0.0 0.0 0.0 1
user641 0.0 0.0 1.0 0.0 1.0 0.0 4
user849 1.0 0.0 0.0 1.0 0.0 0.0 1
user1035 1.0 0.0 0.0 1.0 0.0 0.0 1
user247 1.0 1.0 1.0 1.0 1.0 1.0 123
user738 0.0 0.0 0.0 0.0 1.0 0.0 1
user742 0.0 0.0 1.0 0.0 1.0 0.0 2
user757 0.0 0.0 1.0 0.0 1.0 0.0 3
user780 0.0 1.0 0.0 0.0 0.0 0.0 1
user838 0.0 0.0 0.0 1.0 1.0 0.0 7
user221 0.0 0.0 0.0 1.0 0.0 1.0 25
user222 0.0 0.0 0.0 0.0 1.0 0.0 1
user1004 0.0 0.0 0.0 0.0 1.0 0.0 1
user226 0.0 0.0 0.0 0.0 1.0 1.0 3
user847 0.0 0.0 0.0 0.0 1.0 0.0 1
user502 0.0 1.0 0.0 0.0 0.0 1.0 4
user762 0.0 0.0 1.0 1.0 1.0 0.0 6
user718 0.0 0.0 1.0 1.0 1.0 0.0 1
user457 1.0 1.0 1.0 1.0 1.0 1.0 44
user772 0.0 0.0 0.0 0.0 1.0 0.0 2
user225 0.0 1.0 0.0 0.0 0.0 1.0 3
user644 1.0 0.0 1.0 0.0 1.0 0.0 5
user919 1.0 0.0 0.0 1.0 0.0 0.0 1
user918 0.0 0.0 1.0 1.0 1.0 1.0 3
user976 1.0 1.0 1.0 1.0 1.0 0.0 33
user956 0.0 0.0 0.0 1.0 1.0 0.0 1
user1032 0.0 0.0 1.0 0.0 1.0 0.0 3
user947 0.0 0.0 1.0 0.0 1.0 0.0 6
user1037 0.0 0.0 0.0 0.0 1.0 0.0 1
user902 1.0 0.0 1.0 1.0 1.0 0.0 4
user950 1.0 0.0 0.0 1.0 1.0 0.0 3
user1106 0.0 0.0 0.0 0.0 1.0 0.0 1
user233 1.0 1.0 0.0 1.0 0.0 0.0 1
user227 0.0 1.0 0.0 1.0 1.0 1.0 37
user305 0.0 0.0 0.0 1.0 0.0 0.0 1
user1060 0.0 0.0 1.0 0.0 1.0 0.0 1
user707 0.0 0.0 1.0 0.0 1.0 0.0 6
user231 0.0 0.0 0.0 0.0 1.0 0.0 1
user232 0.0 0.0 0.0 0.0 1.0 0.0 1
user230 0.0 0.0 0.0 0.0 0.0 1.0 1
user1021 0.0 0.0 1.0 0.0 1.0 0.0 1
user1015 0.0 0.0 1.0 1.0 1.0 0.0 6
user1022 0.0 0.0 0.0 0.0 1.0 0.0 3
user240 1.0 0.0 0.0 0.0 0.0 0.0 1
user286 0.0 0.0 0.0 0.0 1.0 0.0 1
user711 1.0 1.0 1.0 0.0 1.0 0.0 28
user1066 1.0 0.0 0.0 0.0 0.0 0.0 3
user693 0.0 0.0 1.0 0.0 1.0 0.0 5
user526 1.0 0.0 1.0 1.0 1.0 0.0 4
user272 0.0 0.0 1.0 0.0 1.0 0.0 1
user927 0.0 0.0 0.0 0.0 1.0 0.0 1
user991 0.0 0.0 1.0 0.0 1.0 0.0 2
user236 1.0 1.0 1.0 1.0 1.0 1.0 21
user384 0.0 0.0 0.0 0.0 1.0 0.0 4
user974 0.0 0.0 1.0 0.0 1.0 0.0 3
user239 0.0 1.0 0.0 1.0 0.0 1.0 62
user853 1.0 0.0 0.0 0.0 0.0 0.0 1
user964 1.0 0.0 0.0 0.0 0.0 0.0 1
user868 1.0 0.0 1.0 0.0 1.0 0.0 6
user241 0.0 1.0 0.0 1.0 0.0 1.0 9
user1010 1.0 0.0 0.0 1.0 0.0 0.0 1
user836 1.0 0.0 0.0 1.0 0.0 0.0 1
user545 0.0 0.0 1.0 0.0 1.0 0.0 4
user546 0.0 0.0 1.0 0.0 1.0 0.0 5
user1049 0.0 0.0 0.0 1.0 0.0 0.0 1
user607 1.0 0.0 0.0 1.0 0.0 0.0 1
user242 0.0 1.0 0.0 1.0 0.0 1.0 13
user251 0.0 0.0 0.0 0.0 1.0 0.0 1
user674 1.0 0.0 1.0 1.0 1.0 0.0 6
user1075 0.0 0.0 0.0 0.0 1.0 0.0 1
user854 0.0 0.0 0.0 1.0 0.0 0.0 2
user245 0.0 0.0 0.0 1.0 0.0 1.0 10
user864 1.0 0.0 0.0 1.0 0.0 0.0 1
user1011 1.0 0.0 1.0 0.0 1.0 0.0 6
user1054 1.0 0.0 0.0 0.0 1.0 0.0 5
user253 1.0 0.0 0.0 1.0 1.0 0.0 3
user987 0.0 0.0 0.0 0.0 1.0 0.0 1
user1033 0.0 0.0 1.0 0.0 1.0 0.0 1
user248 0.0 1.0 0.0 1.0 1.0 1.0 66
user548 1.0 0.0 0.0 0.0 0.0 0.0 1
user1093 0.0 0.0 0.0 0.0 1.0 0.0 1
user249 0.0 0.0 0.0 1.0 0.0 1.0 4
user977 1.0 0.0 1.0 1.0 1.0 0.0 4
user700 1.0 0.0 0.0 0.0 0.0 0.0 1
user807 0.0 0.0 1.0 1.0 1.0 0.0 2
user1025 0.0 0.0 0.0 1.0 1.0 0.0 1
user686 0.0 0.0 1.0 0.0 1.0 0.0 10
user402 0.0 0.0 0.0 1.0 0.0 1.0 3
user879 1.0 0.0 0.0 1.0 0.0 0.0 3
user720 1.0 1.0 1.0 1.0 1.0 0.0 9
user968 0.0 1.0 0.0 1.0 0.0 0.0 5
user910 0.0 0.0 0.0 0.0 1.0 0.0 2
user550 0.0 1.0 1.0 1.0 1.0 0.0 28
user297 0.0 0.0 1.0 0.0 1.0 0.0 2
user244 0.0 1.0 1.0 1.0 1.0 1.0 41
user250 1.0 0.0 0.0 0.0 0.0 0.0 1
user907 0.0 0.0 1.0 0.0 1.0 0.0 2
user267 0.0 1.0 0.0 0.0 0.0 0.0 3
user290 1.0 0.0 0.0 1.0 1.0 0.0 2
user622 0.0 0.0 1.0 0.0 1.0 0.0 1
user252 1.0 0.0 0.0 1.0 0.0 0.0 1
user311 1.0 0.0 0.0 0.0 1.0 0.0 3
user705 1.0 0.0 0.0 0.0 0.0 0.0 1
user660 1.0 0.0 0.0 0.0 1.0 0.0 4
user688 1.0 0.0 0.0 0.0 1.0 0.0 5
user695 1.0 0.0 1.0 1.0 1.0 0.0 11
user353 0.0 1.0 0.0 0.0 0.0 0.0 1
user805 0.0 1.0 1.0 1.0 1.0 0.0 6
user1029 1.0 0.0 0.0 0.0 0.0 0.0 1
user717 1.0 0.0 0.0 1.0 0.0 0.0 1
user254 1.0 0.0 0.0 0.0 0.0 0.0 1
user702 0.0 0.0 1.0 0.0 1.0 0.0 5
user591 0.0 1.0 0.0 0.0 1.0 0.0 1
user966 0.0 0.0 1.0 0.0 1.0 0.0 1
user514 0.0 0.0 1.0 0.0 1.0 0.0 3
user690 0.0 0.0 1.0 0.0 1.0 0.0 5
user482 1.0 1.0 0.0 0.0 1.0 0.0 2
user741 1.0 0.0 0.0 1.0 0.0 0.0 1
user984 0.0 0.0 0.0 0.0 1.0 0.0 1
user547 0.0 1.0 0.0 1.0 0.0 0.0 1
user266 0.0 0.0 1.0 1.0 1.0 0.0 5
user282 1.0 0.0 0.0 0.0 0.0 0.0 1
user257 1.0 0.0 0.0 1.0 1.0 0.0 3
user1027 0.0 0.0 1.0 0.0 1.0 0.0 5
user1039 1.0 0.0 0.0 0.0 1.0 0.0 2
user570 0.0 0.0 0.0 0.0 1.0 0.0 2
user600 0.0 0.0 0.0 1.0 1.0 0.0 1
user914 0.0 0.0 0.0 1.0 0.0 0.0 1
user281 0.0 1.0 1.0 1.0 1.0 0.0 7
user312 1.0 0.0 1.0 1.0 1.0 0.0 6
user698 0.0 0.0 1.0 0.0 1.0 0.0 2
user789 0.0 1.0 1.0 1.0 1.0 0.0 3
user869 1.0 0.0 0.0 1.0 1.0 0.0 2
user701 1.0 0.0 0.0 0.0 0.0 0.0 1
user408 1.0 1.0 0.0 0.0 0.0 0.0 1
user510 0.0 1.0 0.0 0.0 0.0 0.0 1
user529 0.0 0.0 0.0 1.0 0.0 0.0 1
user577 1.0 0.0 0.0 0.0 0.0 0.0 2
user354 1.0 0.0 0.0 1.0 1.0 0.0 5
user890 1.0 0.0 1.0 1.0 1.0 0.0 2
user990 1.0 0.0 0.0 1.0 0.0 0.0 2
user349 0.0 0.0 0.0 0.0 1.0 0.0 4
user522 0.0 1.0 0.0 0.0 1.0 0.0 3
user1065 0.0 0.0 0.0 0.0 1.0 0.0 1
user487 0.0 0.0 0.0 0.0 1.0 0.0 4
user747 1.0 0.0 0.0 0.0 1.0 0.0 3
user307 0.0 0.0 1.0 0.0 1.0 0.0 13
user1007 0.0 0.0 0.0 1.0 0.0 0.0 1
user713 0.0 0.0 0.0 0.0 1.0 0.0 1
user731 0.0 0.0 0.0 0.0 1.0 0.0 1
user729 0.0 0.0 1.0 0.0 1.0 0.0 4
user824 1.0 1.0 0.0 0.0 0.0 0.0 2
user840 0.0 0.0 0.0 1.0 0.0 0.0 2
user261 0.0 1.0 0.0 0.0 0.0 1.0 6
user938 0.0 0.0 0.0 1.0 0.0 1.0 1
user1026 0.0 0.0 0.0 1.0 0.0 0.0 4
user628 0.0 1.0 0.0 0.0 0.0 0.0 1
user758 0.0 0.0 1.0 1.0 1.0 0.0 9
user714 0.0 0.0 1.0 0.0 1.0 0.0 1
user855 1.0 0.0 0.0 0.0 1.0 0.0 5
user735 0.0 0.0 1.0 0.0 1.0 0.0 1
user537 1.0 0.0 1.0 0.0 1.0 0.0 7
user759 0.0 0.0 1.0 0.0 1.0 0.0 2
user262 0.0 0.0 0.0 1.0 0.0 1.0 2
user280 1.0 0.0 0.0 1.0 1.0 0.0 5
user341 1.0 1.0 1.0 0.0 1.0 0.0 5
user270 0.0 1.0 1.0 1.0 1.0 1.0 36
user264 1.0 1.0 0.0 1.0 0.0 1.0 83
user274 0.0 0.0 0.0 0.0 1.0 0.0 1
user1008 1.0 1.0 0.0 1.0 0.0 0.0 1
user1009 0.0 0.0 0.0 1.0 0.0 0.0 1
user273 0.0 0.0 0.0 1.0 0.0 1.0 3
user381 0.0 0.0 1.0 1.0 1.0 0.0 21
user806 0.0 0.0 0.0 0.0 1.0 0.0 1
user1040 0.0 0.0 1.0 0.0 1.0 0.0 2
user533 0.0 0.0 0.0 0.0 1.0 0.0 1
user543 1.0 0.0 0.0 0.0 0.0 0.0 1
user61 0.0 0.0 0.0 0.0 0.0 1.0 1
user187 0.0 0.0 0.0 0.0 0.0 1.0 2
user1058 0.0 0.0 1.0 0.0 1.0 0.0 1
user512 0.0 0.0 0.0 1.0 1.0 0.0 1
user276 0.0 0.0 0.0 0.0 1.0 0.0 1
user821 0.0 0.0 0.0 0.0 1.0 0.0 2
user1077 0.0 1.0 0.0 0.0 0.0 0.0 2
user385 1.0 0.0 0.0 0.0 0.0 0.0 1
user277 0.0 1.0 0.0 1.0 0.0 1.0 3
user843 0.0 1.0 0.0 0.0 0.0 0.0 2
user844 0.0 0.0 0.0 0.0 1.0 0.0 2
user973 1.0 0.0 0.0 0.0 0.0 0.0 1
user652 0.0 0.0 1.0 0.0 1.0 0.0 2
user917 1.0 0.0 0.0 0.0 0.0 0.0 2
user394 1.0 1.0 1.0 1.0 1.0 1.0 7
user399 0.0 0.0 0.0 1.0 0.0 0.0 1
user415 0.0 0.0 0.0 0.0 1.0 0.0 1
user970 0.0 0.0 0.0 0.0 1.0 0.0 3
user748 0.0 0.0 1.0 1.0 1.0 0.0 4
user753 0.0 0.0 0.0 1.0 1.0 0.0 2
user1031 1.0 0.0 0.0 0.0 0.0 0.0 1
user1076 0.0 0.0 1.0 0.0 1.0 0.0 7
user901 1.0 1.0 0.0 0.0 0.0 0.0 1
user348 1.0 0.0 1.0 0.0 1.0 0.0 8
user656 1.0 0.0 0.0 0.0 0.0 0.0 1
user942 1.0 0.0 0.0 0.0 1.0 0.0 3
user287 0.0 1.0 0.0 1.0 0.0 1.0 39
user519 0.0 0.0 1.0 1.0 1.0 0.0 4
user822 1.0 0.0 0.0 1.0 0.0 0.0 1
user289 0.0 1.0 0.0 1.0 0.0 1.0 37
user291 0.0 1.0 0.0 1.0 0.0 1.0 71
user303 1.0 0.0 0.0 1.0 0.0 0.0 1
user292 0.0 1.0 0.0 1.0 1.0 1.0 16
user613 0.0 0.0 1.0 0.0 1.0 0.0 2
user955 0.0 0.0 0.0 0.0 1.0 0.0 3
user1023 0.0 0.0 0.0 0.0 1.0 0.0 1
user1061 0.0 0.0 0.0 0.0 1.0 0.0 1
user801 0.0 0.0 1.0 0.0 1.0 0.0 1
user1041 0.0 0.0 1.0 1.0 1.0 0.0 3
user1073 1.0 0.0 1.0 1.0 1.0 0.0 1
user1078 1.0 0.0 0.0 1.0 0.0 0.0 1
user295 0.0 0.0 0.0 0.0 1.0 0.0 1
user551 0.0 0.0 0.0 1.0 0.0 0.0 1
user727 0.0 0.0 1.0 0.0 1.0 0.0 1
user443 1.0 0.0 0.0 1.0 0.0 1.0 1
user995 1.0 0.0 0.0 1.0 1.0 0.0 2
user330 1.0 0.0 1.0 1.0 1.0 0.0 7
user784 0.0 0.0 0.0 0.0 1.0 0.0 2
user842 1.0 0.0 0.0 0.0 1.0 0.0 1
user730 0.0 0.0 0.0 0.0 1.0 0.0 1
user1047 0.0 0.0 0.0 0.0 1.0 0.0 1
user490 0.0 1.0 1.0 0.0 1.0 0.0 3
user496 0.0 1.0 0.0 0.0 0.0 0.0 1
user497 0.0 1.0 0.0 1.0 0.0 0.0 1
user498 0.0 1.0 0.0 0.0 0.0 0.0 1
user768 0.0 0.0 0.0 1.0 1.0 0.0 1
user316 0.0 0.0 0.0 1.0 0.0 1.0 13
user299 1.0 0.0 0.0 0.0 0.0 0.0 1
user712 0.0 0.0 0.0 0.0 1.0 0.0 1
user595 0.0 0.0 1.0 0.0 1.0 0.0 2
user774 0.0 0.0 1.0 0.0 1.0 0.0 3
user795 0.0 0.0 0.0 0.0 1.0 0.0 1
user862 0.0 0.0 0.0 0.0 1.0 0.0 1
user1064 0.0 0.0 1.0 0.0 1.0 0.0 1
user452 0.0 1.0 1.0 1.0 1.0 1.0 7
user302 0.0 0.0 0.0 0.0 1.0 0.0 1
user308 0.0 0.0 0.0 0.0 1.0 0.0 1
user989 0.0 0.0 0.0 0.0 1.0 0.0 1
user309 0.0 1.0 1.0 1.0 1.0 1.0 53
user980 1.0 0.0 0.0 1.0 0.0 0.0 1
user936 0.0 0.0 0.0 0.0 1.0 0.0 3
user313 1.0 0.0 0.0 0.0 0.0 0.0 1
user959 1.0 0.0 0.0 0.0 0.0 0.0 1
user666 0.0 0.0 1.0 0.0 1.0 0.0 2
user892 0.0 0.0 1.0 0.0 1.0 0.0 1
user610 0.0 0.0 1.0 1.0 1.0 0.0 2
user725 0.0 0.0 0.0 0.0 1.0 0.0 1
user860 0.0 0.0 1.0 1.0 1.0 0.0 2
user833 0.0 0.0 1.0 1.0 1.0 0.0 3
user569 0.0 1.0 0.0 1.0 0.0 0.0 3
user676 0.0 0.0 0.0 0.0 1.0 0.0 1
user916 1.0 0.0 1.0 1.0 1.0 0.0 3
user841 1.0 1.0 0.0 0.0 0.0 0.0 1
user783 0.0 0.0 1.0 0.0 1.0 0.0 1
user310 0.0 0.0 0.0 0.0 0.0 1.0 5
user982 1.0 0.0 1.0 1.0 1.0 0.0 3
user554 1.0 0.0 0.0 0.0 0.0 0.0 2
user665 0.0 1.0 0.0 0.0 0.0 0.0 2
user671 0.0 0.0 0.0 1.0 0.0 0.0 3
user737 1.0 0.0 0.0 0.0 0.0 0.0 1
user572 1.0 0.0 0.0 1.0 0.0 0.0 2
user1005 1.0 0.0 0.0 1.0 0.0 0.0 1
user785 0.0 0.0 1.0 0.0 1.0 0.0 2
user1086 1.0 0.0 0.0 0.0 1.0 0.0 2
user336 1.0 0.0 1.0 1.0 1.0 0.0 13
user937 0.0 0.0 0.0 1.0 0.0 0.0 1
user447 0.0 0.0 0.0 0.0 1.0 0.0 1
user450 0.0 1.0 1.0 0.0 1.0 1.0 5
user315 1.0 1.0 1.0 1.0 1.0 1.0 73
user317 0.0 0.0 0.0 1.0 1.0 0.0 2
user320 0.0 0.0 0.0 0.0 1.0 0.0 1
user897 1.0 1.0 1.0 0.0 1.0 0.0 3
user724 1.0 0.0 0.0 0.0 0.0 0.0 1
user639 0.0 0.0 1.0 1.0 1.0 0.0 2
user460 0.0 0.0 0.0 0.0 1.0 0.0 1
user318 0.0 0.0 0.0 1.0 0.0 1.0 1
user722 0.0 0.0 0.0 0.0 1.0 0.0 3
user383 0.0 0.0 1.0 1.0 1.0 1.0 8
user321 0.0 1.0 1.0 1.0 1.0 1.0 9
user322 0.0 0.0 1.0 1.0 1.0 0.0 3
user661 1.0 0.0 0.0 0.0 0.0 0.0 1
user943 0.0 0.0 1.0 0.0 1.0 0.0 4
user1016 1.0 0.0 1.0 1.0 1.0 0.0 2
user324 0.0 0.0 0.0 1.0 0.0 1.0 1
user944 0.0 0.0 0.0 0.0 1.0 0.0 2
user429 1.0 0.0 0.0 1.0 1.0 0.0 3
user314 1.0 1.0 1.0 1.0 1.0 1.0 42
user777 1.0 0.0 0.0 0.0 0.0 0.0 1
user327 0.0 0.0 1.0 0.0 1.0 0.0 2
user325 0.0 1.0 0.0 1.0 1.0 1.0 8
user809 0.0 0.0 0.0 0.0 1.0 0.0 1
user582 0.0 1.0 0.0 0.0 0.0 0.0 1
user608 0.0 0.0 0.0 0.0 1.0 0.0 1
user756 0.0 0.0 1.0 0.0 1.0 0.0 1
user611 0.0 1.0 0.0 1.0 0.0 0.0 4
user638 0.0 1.0 0.0 1.0 0.0 0.0 3
user657 0.0 1.0 0.0 1.0 0.0 0.0 4
user682 0.0 1.0 0.0 1.0 0.0 0.0 2
user771 0.0 0.0 0.0 1.0 0.0 0.0 2
user329 0.0 0.0 0.0 0.0 1.0 0.0 1
user333 0.0 0.0 0.0 0.0 1.0 0.0 1
user365 0.0 0.0 0.0 0.0 1.0 1.0 2
user346 1.0 0.0 0.0 0.0 1.0 0.0 3
user328 0.0 0.0 0.0 1.0 0.0 1.0 24
user417 1.0 1.0 0.0 1.0 0.0 0.0 2
user567 1.0 0.0 1.0 1.0 1.0 0.0 2
user633 0.0 0.0 1.0 0.0 1.0 0.0 3
user351 1.0 0.0 0.0 1.0 0.0 0.0 1
user993 0.0 0.0 0.0 0.0 1.0 0.0 1
user658 0.0 0.0 1.0 0.0 1.0 0.0 1
user649 0.0 0.0 0.0 0.0 1.0 0.0 1
user851 1.0 0.0 0.0 0.0 0.0 0.0 2
user182 0.0 0.0 0.0 0.0 0.0 1.0 5
user504 0.0 0.0 1.0 0.0 1.0 0.0 2
user1036 0.0 0.0 0.0 1.0 1.0 0.0 1
user975 0.0 1.0 1.0 1.0 1.0 0.0 5
user889 0.0 0.0 1.0 0.0 1.0 0.0 1
user350 0.0 0.0 0.0 0.0 1.0 0.0 1
user828 1.0 0.0 0.0 1.0 0.0 0.0 1
user459 0.0 0.0 1.0 1.0 1.0 1.0 6
user620 1.0 0.0 0.0 0.0 0.0 0.0 4
user528 1.0 0.0 0.0 0.0 1.0 0.0 3
user1038 0.0 0.0 1.0 0.0 1.0 0.0 4
user337 0.0 1.0 0.0 1.0 0.0 1.0 88
user340 0.0 0.0 1.0 0.0 1.0 0.0 2
user913 1.0 0.0 0.0 0.0 0.0 0.0 1
user763 0.0 0.0 1.0 0.0 1.0 0.0 2
user477 1.0 1.0 0.0 0.0 0.0 0.0 3
user586 1.0 0.0 0.0 0.0 0.0 0.0 1
user334 0.0 1.0 0.0 1.0 0.0 1.0 5
user376 0.0 0.0 0.0 1.0 1.0 1.0 7
user437 1.0 1.0 0.0 0.0 1.0 0.0 6
user343 0.0 0.0 0.0 0.0 1.0 0.0 1
user345 0.0 0.0 0.0 0.0 1.0 0.0 1
user486 0.0 0.0 1.0 0.0 1.0 0.0 6
user427 1.0 1.0 0.0 1.0 1.0 1.0 48
user344 0.0 0.0 0.0 1.0 0.0 0.0 1
user338 0.0 1.0 0.0 1.0 0.0 1.0 11
user882 0.0 1.0 0.0 0.0 0.0 0.0 1
user492 0.0 0.0 0.0 1.0 1.0 0.0 9
user945 0.0 0.0 0.0 0.0 1.0 0.0 1
user663 0.0 0.0 0.0 0.0 1.0 0.0 1
user716 0.0 0.0 0.0 0.0 1.0 0.0 2
user1012 0.0 0.0 1.0 0.0 1.0 0.0 2
user1006 0.0 0.0 1.0 0.0 1.0 0.0 1
user746 0.0 0.0 1.0 0.0 1.0 0.0 1
user891 0.0 0.0 1.0 0.0 1.0 0.0 2
user775 1.0 0.0 0.0 0.0 1.0 0.0 1
user347 0.0 1.0 0.0 1.0 1.0 1.0 13
user1053 0.0 0.0 0.0 0.0 1.0 0.0 1
user845 0.0 0.0 0.0 0.0 1.0 0.0 2
user876 0.0 0.0 0.0 0.0 1.0 0.0 1
user387 0.0 0.0 0.0 1.0 0.0 0.0 1
user732 1.0 0.0 0.0 1.0 0.0 0.0 2
user1050 0.0 0.0 0.0 0.0 1.0 0.0 1
user634 1.0 0.0 0.0 0.0 0.0 0.0 1
user368 0.0 1.0 0.0 0.0 0.0 0.0 1
user356 0.0 0.0 0.0 0.0 1.0 0.0 1
user455 1.0 1.0 1.0 0.0 1.0 0.0 13
user536 0.0 0.0 1.0 0.0 1.0 0.0 1
user370 0.0 0.0 0.0 0.0 1.0 0.0 1
user779 0.0 0.0 1.0 0.0 1.0 0.0 2
user355 0.0 0.0 0.0 1.0 0.0 1.0 3
user908 0.0 0.0 0.0 1.0 0.0 0.0 1
user765 1.0 0.0 0.0 0.0 0.0 0.0 1
user412 0.0 0.0 1.0 0.0 1.0 0.0 2
user563 0.0 0.0 0.0 0.0 1.0 0.0 1
user1089 0.0 0.0 0.0 0.0 1.0 0.0 1
user637 0.0 0.0 1.0 0.0 1.0 0.0 1
user361 0.0 1.0 0.0 1.0 0.0 1.0 34
user986 0.0 0.0 1.0 0.0 1.0 0.0 1
user585 0.0 0.0 1.0 0.0 1.0 0.0 1
user364 0.0 1.0 0.0 1.0 0.0 1.0 21
user576 0.0 0.0 0.0 0.0 1.0 0.0 1
user1091 0.0 0.0 1.0 0.0 1.0 0.0 1
user1092 1.0 0.0 0.0 1.0 0.0 0.0 1
user371 0.0 0.0 0.0 0.0 1.0 0.0 1
user530 0.0 1.0 0.0 0.0 0.0 0.0 1
user819 1.0 0.0 1.0 1.0 1.0 0.0 4
user369 0.0 0.0 0.0 1.0 0.0 1.0 6
user413 1.0 0.0 0.0 0.0 0.0 0.0 2
user999 1.0 0.0 1.0 0.0 1.0 0.0 2
user598 0.0 1.0 0.0 0.0 0.0 0.0 1
user630 0.0 0.0 1.0 0.0 1.0 0.0 1
user659 0.0 1.0 0.0 0.0 0.0 0.0 1
user650 0.0 0.0 0.0 0.0 1.0 0.0 1
user689 0.0 0.0 0.0 1.0 1.0 0.0 1
user888 1.0 0.0 0.0 1.0 0.0 0.0 1
user787 1.0 0.0 1.0 1.0 1.0 0.0 1
user580 0.0 0.0 0.0 0.0 1.0 0.0 1
user750 0.0 0.0 0.0 0.0 1.0 0.0 1
user1072 1.0 0.0 0.0 1.0 0.0 0.0 1
user377 0.0 0.0 0.0 1.0 0.0 1.0 10
user378 0.0 0.0 0.0 1.0 1.0 1.0 13
user555 1.0 0.0 0.0 0.0 0.0 0.0 1
user749 0.0 0.0 1.0 0.0 1.0 0.0 1
user588 0.0 0.0 1.0 0.0 1.0 0.0 1
user380 0.0 1.0 0.0 1.0 0.0 1.0 46
user605 1.0 1.0 0.0 0.0 0.0 0.0 1
user436 1.0 0.0 0.0 0.0 0.0 0.0 1
user375 0.0 1.0 0.0 1.0 0.0 1.0 15
user865 1.0 0.0 0.0 0.0 0.0 0.0 1
user1097 0.0 0.0 0.0 0.0 1.0 0.0 1
user386 0.0 0.0 0.0 0.0 1.0 0.0 1
user683 0.0 0.0 0.0 0.0 1.0 0.0 1
user696 0.0 0.0 0.0 0.0 1.0 0.0 1
user434 1.0 0.0 0.0 1.0 1.0 1.0 4
user388 0.0 0.0 0.0 1.0 0.0 1.0 7
user626 0.0 0.0 1.0 0.0 1.0 0.0 3
user820 0.0 0.0 0.0 0.0 1.0 0.0 1
user389 0.0 0.0 0.0 1.0 0.0 1.0 8
user769 0.0 0.0 1.0 0.0 1.0 0.0 1
user823 0.0 0.0 0.0 0.0 1.0 0.0 1
user396 0.0 0.0 0.0 0.0 1.0 0.0 1
user583 1.0 0.0 0.0 0.0 0.0 0.0 1
user578 0.0 0.0 0.0 0.0 1.0 0.0 1
user946 0.0 0.0 1.0 0.0 1.0 0.0 2
user983 1.0 0.0 0.0 0.0 1.0 0.0 4
user390 0.0 1.0 1.0 1.0 1.0 1.0 16
user579 0.0 0.0 0.0 1.0 1.0 1.0 1
user393 0.0 1.0 0.0 1.0 0.0 1.0 5
user1067 0.0 0.0 0.0 1.0 0.0 0.0 1
user1094 1.0 0.0 0.0 0.0 0.0 0.0 1
user395 0.0 0.0 0.0 0.0 1.0 0.0 1
user678 0.0 1.0 0.0 0.0 0.0 0.0 5
user679 0.0 1.0 0.0 0.0 0.0 0.0 5
user456 1.0 0.0 0.0 1.0 0.0 0.0 1
user505 1.0 0.0 0.0 0.0 0.0 0.0 1
user397 0.0 0.0 0.0 0.0 1.0 0.0 1
user617 0.0 0.0 1.0 0.0 1.0 0.0 3
user859 0.0 1.0 0.0 0.0 1.0 0.0 1
user424 0.0 0.0 1.0 0.0 1.0 0.0 3
user398 0.0 0.0 0.0 1.0 0.0 0.0 2
user939 0.0 0.0 1.0 0.0 1.0 0.0 2
user940 0.0 0.0 0.0 0.0 1.0 0.0 1
user954 0.0 0.0 0.0 0.0 1.0 0.0 1
user921 1.0 0.0 0.0 1.0 0.0 0.0 1
user401 0.0 0.0 1.0 0.0 1.0 0.0 2
user1043 0.0 0.0 1.0 0.0 1.0 0.0 1
user462 0.0 0.0 1.0 1.0 1.0 0.0 34
user473 0.0 0.0 0.0 0.0 1.0 0.0 4
user508 0.0 0.0 0.0 0.0 1.0 0.0 1
user517 1.0 0.0 0.0 0.0 0.0 0.0 1
user951 0.0 0.0 0.0 0.0 1.0 0.0 1
user988 0.0 0.0 0.0 0.0 1.0 0.0 1
user992 0.0 0.0 1.0 0.0 1.0 0.0 1
user799 0.0 0.0 1.0 0.0 1.0 0.0 1
user629 1.0 0.0 0.0 1.0 0.0 0.0 1
user861 0.0 0.0 0.0 0.0 1.0 0.0 2
user948 0.0 0.0 0.0 0.0 1.0 0.0 1
user952 1.0 0.0 0.0 0.0 0.0 0.0 1
user565 0.0 0.0 0.0 0.0 1.0 0.0 1
user733 0.0 0.0 1.0 0.0 1.0 0.0 1
user403 1.0 1.0 0.0 1.0 1.0 1.0 16
user900 1.0 0.0 0.0 0.0 0.0 0.0 1
user581 0.0 0.0 0.0 0.0 0.0 1.0 1
user932 0.0 0.0 1.0 1.0 1.0 0.0 8
user405 0.0 1.0 0.0 1.0 0.0 1.0 15
user404 0.0 0.0 0.0 0.0 0.0 1.0 4
user406 0.0 0.0 0.0 0.0 1.0 0.0 1
user929 0.0 0.0 1.0 0.0 1.0 0.0 3
user728 0.0 1.0 0.0 0.0 0.0 0.0 1
user967 0.0 0.0 1.0 0.0 1.0 0.0 2
user896 0.0 0.0 0.0 1.0 0.0 0.0 1
user411 1.0 0.0 0.0 0.0 0.0 0.0 1
user407 0.0 0.0 0.0 1.0 0.0 1.0 3
user446 0.0 0.0 0.0 1.0 1.0 0.0 1
user454 1.0 0.0 0.0 0.0 0.0 0.0 2
user618 0.0 0.0 0.0 0.0 1.0 0.0 1
user409 0.0 0.0 0.0 1.0 0.0 0.0 2
user410 0.0 0.0 0.0 1.0 0.0 0.0 2
user557 0.0 0.0 1.0 0.0 1.0 0.0 1
